Paper Title,Authors,ID
Neural Contextual Bandits with UCB-based Exploration,"Dongruo Zhou, Lihong Li, Quanquan Gu",6187
Super-efficiency of automatic differentiation for functions defined as a minimum,"Pierre Ablin, Gabriel Peyré, Thomas Moreau",6188
PowerNorm: Rethinking Batch Normalization in Transformers,"Sheng Shen, Zhewei Yao, Amir Gholaminejad, Michael Mahoney, Kurt Keutzer",6189
Invertible generative models for inverse problems: mitigating representation error and dataset bias,"Muhammad Asim, Max Daniels, Oscar Leong, Paul Hand, Ali Ahmed",6190
Acceleration for Compressed Gradient Descent in Distributed Optimization,"Zhize Li, Dmitry Kovalev, Xun Qian, Peter Richtarik",6191
Neural Networks are Convex Regularizers: Exact Polynomial-time Convex Optimization Formulations for Two-Layer Networks,"Mert Pilanci, Tolga Ergen",6192
Learning Quadratic Games on Networks,"Yan Leng, Xiaowen Dong, Junfeng Wu, Alex `Sandy' Pentland",6193
Margin-aware Adversarial Domain Adaptation with Optimal Transport,"Sofien Dhouib, Ievgen Redko, Carole Lartizien",6194
The Sample Complexity of Best-$k$ Items Selection from Pairwise Comparisons,"Wenbo Ren, Jia Liu, Ness Shroff",6195
GraphOpt: Learning Optimization Models of Graph Formation,"Rakshit Trivedi, Jiachen Yang, Hongyuan Zha",6196
Distributionally Robust Policy Evaluation and Learning in Offline Contextual Bandits,"Nian Si, Fan Zhang, Zhengyuan Zhou, Jose Blanchet",6197
Incremental Sampling Without Replacement for Sequence Models,"Kensen Shi, David Bieber, Charles Sutton",6198
Variable Skipping for Autoregressive Range Density Estimation,"Eric Liang, Zongheng Yang, Ion Stoica, Pieter Abbeel, Yan Duan, Peter Chen",6199
TaskNorm: Rethinking Batch Normalization for Meta-Learning,"John Bronskill, Jonathan Gordon, James Requeima, Sebastian Nowozin, Richard E Turner",6200
Scalable Gaussian Process Regression for Kernels with a Non-Stationary Phase,"Jan Graßhoff, Alexandra Jankowski, Philipp Rostalski",6201
Transformer Hawkes Process,"Simiao Zuo, Haoming Jiang, Zichong Li, Tuo Zhao, Hongyuan Zha",6202
An EM Approach to Non-autoregressive Conditional Sequence Generation,"Zhiqing Sun, Yiming Yang",6203
Variance Reduction in Stochastic Particle-Optimization Sampling,"Jianyi Zhang, Yang Zhao, Changyou Chen",6204
CLUB: A Contrastive Log-ratio Upper Bound of Mutual Information,"Pengyu Cheng, Weituo Hao, Shuyang Dai, Jiachang Liu, Zhe Gan, Lawrence Carin",6205
State Space Expectation Propagation: Efficient Inference Schemes for Temporal Gaussian Processes,"William Wilkinson, Paul Chang, Michael Andersen, Arno Solin",6206
Training Neural Networks for and by Interpolation,"Leonard Berrada, M. Pawan Kumar, Andrew Zisserman",6207
Learning Representations that Support Extrapolation,"Taylor Webb, Zachary Dulberg, Steven Frankland, Alexander Petrov, Randall O'Reilly, Jonathan Cohen",6208
 Topic Modeling via Full Dependence Mixtures,"Dan  Fisher, Mark Kozdoba, Shie Mannor",6209
Instance-hiding Schemes for Private Distributed Learning,"Yangsibo Huang, Zhao Song, Sanjeev Arora, Kai Li",6210
The Implicit Regularization of Stochastic Gradient Flow for Least Squares,"Alnur Ali, Edgar Dobriban, Ryan Tibshirani",6211
Decentralised Learning with Random Features and Distributed Gradient Descent,"Dominic Richards, Patrick Rebeschini, Lorenzo Rosasco",6212
Hierarchical Generation of Molecular Graphs using Structural Motifs,"Wengong Jin, Regina Barzilay, Tommi Jaakkola",6213
Composing Molecules with Multiple Property Constraints,"Wengong Jin, Regina Barzilay, Tommi Jaakkola",6214
Data preprocessing to mitigate bias: A maximum entropy based approach,"Elisa Celis, Vijay Keswani, Nisheeth Vishnoi",6215
On Efficient Low Distortion Ultrametric Embedding,"Vincent Cohen-Addad, Karthik C. S., Guillaume Lagarde",6216
Global Concavity and Optimization in a Class of Dynamic Discrete Choice Models,"Yiding Feng, Ekaterina Khmelnitskaya, Denis Nekipelov",6217
Efficient Policy Learning from Surrogate-Loss Classification Reductions,"Andrew Bennett, Nathan Kallus",6218
On Contrastive Learning for Likelihood-free Inference ,"Conor Durkan, Iain Murray, George Papamakarios",6219
Obtaining Adjustable Regularization for Free via Iterate Averaging,"Jingfeng Wu, Vladimir Braverman, Lin Yang",6220
Invariant Risk Minimization Games,"Kartik Ahuja, Karthikeyan Shanmugam, Kush Varshney, Amit Dhurandhar",6221
Video Prediction via Example Guidance,"Jingwei Xu, Harry (Huazhe) Xu, Bingbing Ni, Xiaokang Yang, Prof. Darrell",6222
Learning Discrete Structured Representations by Adversarially Maximizing Mutual Information,"Karl Stratos, Sam Wiseman",6223
"Reinforcement Learning in Feature Space: Matrix Bandit, Kernels, and Regret Bound","Lin Yang, Mengdi Wang",6224
Frequency Bias in Neural Networks for Input of Non-Uniform Density,"Ronen Basri, Meirav Galun, Amnon Geifman, David Jacobs, Yoni Kasten, Shira Kritchman",6225
Constrained Markov Decision Processes via Backward Value Functions,"Harsh Satija, Philip Amortila, Joelle Pineau",6226
Adding seemingly uninformative labels helps in low data regimes,"Christos Matsoukas, Albert Bou Hernandez, Yue Liu, Karin Dembrower, Gisele Miranda, Emir Konuk, Johan Fredin Haslum, Athanasios Zouzos, Peter Lindholm, Fredrik Strand, Kevin Smith",6227
When are Non-Parametric Methods Robust?,"Robi Bhattacharjee, Kamalika Chaudhuri",6228
Learning Calibratable Policies using Programmatic Style-Consistency,"Eric Zhan, Albert Tseng, Yisong Yue, Adith Swaminathan, Matthew Hausknecht",6229
Momentum Improves Normalized SGD,"Ashok Cutkosky, Harsh Mehta",6230
"Parameter-free, Dynamic, and Strongly-Adaptive Online Learning",Ashok Cutkosky,6231
PENNI: Pruned Kernel Sharing for Efficient CNN Inference,"Shiyu Li, Edward Hanson, Hai Li, Yiran Chen",6232
Optimal transport mapping via input convex neural networks,"Ashok Makkuva, Amir Taghvaei, Sewoong Oh, Jason Lee",6233
All in the (Exponential) Family: Information Geometry and Thermodynamic Variational Inference,"Rob Brekelmans, Vaden W Masrani, Frank Wood, Greg Ver Steeg, Aram Galstyan",6234
SimGANs: Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification,"Tomer Golany, Kira Radinsky, Daniel Freedman",6235
Is There a Trade-Off Between Fairness and Accuracy? A Perspective Using Mismatched Hypothesis Testing,"Sanghamitra Dutta, Dennis Wei, Hazar Yueksel, Pin-Yu Chen, Sijia Liu, Kush Varshney",6236
Convex Calibrated Surrogates for the Multi-Label F-Measure,"William Zhang, Harish Ramaswamy, Shivani Agarwal",6237
Learning Robot Skills with Temporal Variational Inference,"Tanmay Shankar, Abhinav Gupta",6238
Adaptive Gradient Descent without Descent,"Konstantin Mishchenko, Yura Malitsky",6239
An end-to-end Differentially Private Latent Dirichlet Allocation Using a Spectral Algorithm,"Chris DeCarolis, Mukul A Ram, Seyed  Esmaeili, Yu-Xiang Wang, Furong Huang",6240
Dual Mirror Descent for Online Allocation Problems,"Haihao Lu, Santiago Balseiro, Vahab Mirrokni",6241
Optimal Robust Learning of Discrete Distributions from Batches,"Ayush Jain, Alon Orlitsky",6242
BoXHED: Boosted eXact Hazard Estimator with Dynamic covariates,"Xiaochen Wang, Arash Pakbin, Bobak Mortazavi, Hongyu Zhao, Donald Lee",6243
Unlabelled Data Improves Bayesian Uncertainty Calibration under Covariate Shift  ,"Alex Chan, Ahmed Alaa, Zhaozhi Qian, Mihaela van der Schaar",6244
Universal Equivariant Multilayer Perceptrons,Siamak Ravanbakhsh,6245
Improving generalization by controlling label-noise information in neural network weights,"Hrayr Harutyunyan, Kyle Reing, Greg Ver Steeg, Aram Galstyan",6246
DeepMatch: Balancing Deep Covariate Representations for Causal Inference Using Adversarial Training,Nathan Kallus,6247
Bayesian Optimisation over Multiple Continuous and Categorical Inputs,"Robin Ru, Ahsan Alvi, Vu Nguyen, Michael A Osborne, Stephen Roberts",6248
Generalization and Representational Limits of Graph Neural Networks,"Vikas K Garg, Stefanie Jegelka, Tommi Jaakkola",6249
Multi-Precision Policy Enforced Training (MuPPET) : A Precision-Switching Strategy for Quantised Fixed-Point Training of CNNs,"Aditya Rajagopal, Diederik Vink, Stylianos Venieris, Christos-Savvas Bouganis",6250
LowFER: Low-rank Bilinear Pooling for Link Prediction,"Saadullah Amin, Stalin Varanasi, Katherine Ann Dunfield, Günter Neumann",6251
Parameterized Rate-Distortion Stochastic Encoder,"Quan Hoang, Trung Le, Dinh Phung",6252
Incidence Networks for Geometric Deep Learning,"Marjan Albooyeh, Daniele Bertolini, Siamak Ravanbakhsh",6253
Energy-Based Processes for Exchangeable Data,"Mengjiao Yang, Bo Dai, Hanjun Dai, Dale Schuurmans",6254
Deep Isometric Learning for Visual Recognition,"Haozhi Qi, Chong You, Xiaolong Wang, Yi Ma, Jitendra Malik",6255
Second-Order Provable Defenses against Adversarial Attacks,"Sahil Singla, Soheil Feizi",6256
Transformers are RNNs: Fast Autoregressive Transformers with Linear Attention,"Angelos Katharopoulos, Apoorv Vyas, Nikolaos Pappas, Francois Fleuret",6257
Overfitting in adversarially robust deep learning,"Eric Wong, Leslie Rice, Zico Kolter",6258
Rethinking Bias-Variance Trade-off for Generalization of Neural Networks,"Zitong Yang, Yaodong Yu, Chong You, Jacob Steinhardt, Yi Ma",6259
Boosting for Control of Dynamical Systems,"Naman Agarwal, Nataly Brukhim, Elad Hazan, Zhou Lu",6260
Frustratingly Simple Few-Shot Object Detection,"Xin Wang, Thomas Huang, Joseph Gonzalez, Prof. Darrell, Fisher Yu",6261
Data-Dependent Differentially Private Parameter Learning for Directed Graphical Models,"Amrita Roy Chowdhury, Theodoros Rekatsinas, Somesh Jha",6262
Adversarial Risk via Optimal Transport and Optimal Couplings,"Muni Sreenivas Pydi, Varun Jog",6263
Decoupled Greedy Learning of CNNs,"Eugene Belilovsky, Michael Eickenberg, Edouard Oyallon",6264
ACFlow: Flow Models for Arbitrary Conditional Likelihoods,"Yang Li, Shoaib Akbar, Junier Oliva",6265
"Can autonomous vehicles identify, recover from, and adapt to distribution shifts?","Angelos Filos, Panagiotis Tigas, Rowan McAllister, Nicholas Rhinehart, Sergey Levine, Yarin Gal",6266
Leveraging Procedural Generation to Benchmark Reinforcement Learning,"Karl Cobbe, Chris Hesse, Jacob Hilton, John Schulman",6267
The Tree Ensemble Layer: Differentiability meets Conditional Computation,"Hussein Hazimeh, Natalia Ponomareva, Rahul Mazumder, Zhenyu Tan, Petros Mol",6268
Near-Tight Margin-Based Generalization Bounds for Support Vector Machines,"Allan Grønlund, Lior Kamma, Kasper Green Larsen",6269
Error Estimation for Sketched SVD,"Miles Lopes, N. Benjamin Erichson, Michael Mahoney",6270
Goal-Aware Prediction: Learning to Model What Matters,"Suraj Nair, Silvio Savarese, Chelsea Finn",6271
Combinatorial Pure Exploration for Dueling Bandit,"Wei Chen, Yihan Du, Longbo Huang, Haoyu Zhao",6272
Optimal Sequential Maximization: One Interview is Enough!,"Moein Falahatgar, Alon Orlitsky, Venkatadheeraj Pichapati",6273
What can I do here? A Theory of Affordances in Reinforcement Learning,"Khimya Khetarpal, Zafarali Ahmed, Gheorghe Comanici, David Abel, Doina Precup",6274
An end-to-end approach for the verification problem: learning the right distance,"Joao Monteiro, Isabela Albuquerque, Jahangir Alam, R Devon Hjelm, Tiago Falk",6275
Data Valuation using Reinforcement Learning,"Jinsung Yoon, Sercan Arik, Tomas Pfister",6276
FormulaZero: Distributionally Robust Online Adaptation via Offline Population Synthesis,"Aman Sinha, Matthew O'Kelly, Hongrui Zheng, Rahul Mangharam, John Duchi, Russ Tedrake",6277
Latent Bernoulli Autoencoder,"Jiri Fajtl, Vasileios Argyriou, Dorothy Monekosso, Paolo Remagnino",6278
Learning To Stop While Learning To Predict,"Xinshi Chen, Hanjun Dai, Yu Li, Xin Gao, Le Song",6279
Accelerating the diffusion-based ensemble sampling by non-reversible dynamics,"Futoshi Futami, Issei Sato, Masashi Sugiyama",6280
Efficient nonparametric statistical inference on population feature importance using Shapley values,"Brian Williamson, Jean Feng",6281
Curse of Dimensionality on Randomized Smoothing for Certifiable Robustness,"Aounon Kumar, Alexander Levine, Tom Goldstein, Soheil Feizi",6282
Upper bounds for Model-Free Row-Sparse Principal Component Analysis,"Guanyi Wang, Santanu  Dey",6283
Explainable k-Means and k-Medians Clustering,"Michal Moshkovitz, Sanjoy Dasgupta, Cyrus Rashtchian, Nave Frost",6284
Reward-Free Exploration for Reinforcement Learning,"Chi Jin, Akshay Krishnamurthy, Max Simchowitz, Tiancheng Yu",6285
Parametric Gaussian Process Regressors,"Martin Jankowiak, Geoff Pleiss, Jacob Gardner",6286
p-Norm Flow Diffusion for Local Graph Clustering,"Kimon Fountoulakis, Di Wang, Shenghao Yang",6287
Low-Rank Bottleneck in Multi-head Attention Models,"Srinadh Bhojanapalli, Chulhee (Charlie) Yun, Ankit Singh Rawat, Sashank Jakkam Reddi, Sanjiv Kumar",6288
LEEP: A New Measure to Evaluate Transferability of Learned Representations,"Cuong Nguyen, Tal Hassner, Cedric Archambeau, Matthias W Seeger",6289
The FAST Algorithm for Submodular Maximization,"Adam Breuer, Eric Balkanski, Yaron Singer",6290
On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation,"Jianing Li, Yanyan Lan, Jiafeng Guo, Xueqi Cheng",6291
Designing Optimal Dynamic Treatment Regimes: A Causal Reinforcement Learning Approach,Junzhe Zhang,6292
Global Decision-Making via Local Economic Transactions,"Michael Chang, Sid Kaushik, S. Matthew Weinberg, Sergey Levine, Thomas Griffiths",6293
Retrieval Augmented Language Model Pre-Training,"Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, Mingwei Chang",6294
Variational Label Enhancement,"Ning Xu, Yun-Peng Liu, Jun Shu, Xin Geng",6295
Bandits with Adversarial Scaling,"Thodoris Lykouris, Vahab Mirrokni, Renato Leme",6296
Eliminating the Invariance on the Loss Landscape of Linear Autoencoders,"Reza Oftadeh, Jiayi Shen, Zhangyang Wang, Dylan Shell",6297
What is Local Optimality in Nonconvex-Nonconcave Minimax Optimization?,"Chi Jin, Praneeth Netrapalli, Michael Jordan",6298
Lookahead-Bounded Q-learning,"Ibrahim El Shar, Daniel Jiang",6299
Learning From Irregularly-Sampled Time Series: A Missing Data Perspective,"Steve Li, Benjamin M Marlin",6300
Evaluating the Performance of Reinforcement Learning Algorithms,"Scott M Jordan, Yash Chandak, Daniel Cohen, Mengxue Zhang, Philip Thomas",6301
Unbiased Risk Estimators Can Mislead: A Case Study of Learning with Complementary Labels,"Yu-Ting Chou, Gang Niu, Hsuan-Tien Lin, Masashi Sugiyama",6302
Provable Self-Play Algorithms for Competitive Reinforcement Learning,"Yu Bai, Chi Jin",6303
Optimizing Long-term Social Welfare in Recommender Systems: A Constrained Matching Approach,"Martin Mladenov, Elliot Creager, Omer Ben-Porat, Kevin Swersky, Richard Zemel, Craig Boutilier",6304
Semi-Supervised StyleGAN for Disentanglement Learning,"Weili Nie, Tero Karras, Animesh Garg, Shoubhik Debnath, Anjul Patney, Ankit Patel, Anima Anandkumar",6305
The Non-IID Data Quagmire of Decentralized Machine Learning,"Kevin Hsieh, Amar Phanishayee, Onur Mutlu, Phil Gibbons",6306
On the Noisy Gradient Descent that Generalizes as SGD,"Jingfeng Wu, Wenqing Hu, Haoyi Xiong, Jun Huan, Vladimir Braverman, Zhanxing Zhu",6307
Safe screening rules for L0-regression,"Alper Atamturk, Andres Gomez",6308
Single Point Transductive Prediction,"Nilesh Tripuraneni, Lester Mackey",6309
History-Gradient Aided Batch Size Adaptation for Variance Reduced Algorithms,"Kaiyi Ji, Zhe Wang, Bowen Weng, Yi Zhou, Wei  Zhang, Yingbin LIANG",6310
Batch Stationary Distribution Estimation,"Junfeng Wen, Bo Dai, Lihong Li, Dale Schuurmans",6311
Optimal Statistical Guaratees for Adversarially Robust Gaussian Classification,"Chen Dan, Yuting Wei, Pradeep Ravikumar",6312
Generative Adversarial Imitation Learning with Neural Network Parameterization: Global Optimality and Convergence Rate,"Yufeng Zhang, Qi Cai, Zhuoran Yang, Zhaoran Wang",6313
A Game Theoretic Perspective on Model-Based Reinforcement Learning,"Aravind Rajeswaran, Igor Mordatch, Vikash Kumar",6314
(Locally) Differentially Private Combinatorial Semi-Bandits,"Xiaoyu Chen, Kai Zheng, Zixin(Jack) Zhou, Yunchang Yang, Wei Chen, Liwei Wang",6315
Optimizing for the Future in Non-Stationary MDPs,"Yash Chandak, Georgios Theocharous, Shiv Shankar, Martha White, Sridhar Mahadevan, Philip Thomas",6316
Learning Task-Agnostic Embedding of Multiple Black-Box Experts for Multi-Task Model Fusion,"Nghia Hoang, Thanh Lam, Bryan Kian Hsiang Low, Patrick Jaillet ",6317
Dual-Path Distillation: A Unified Framework to Improve Black-Box Attacks,"Yonggang Zhang, Ya Li, Tongliang Liu, Xinmei Tian",6318
Safe Deep Semi-Supervised Learning for Unseen-Class Unlabeled Data,"Lan-Zhe Guo, Zhen-Yu Zhang, Yuan Jiang, Yufeng Li, Zhi-Hua Zhou",6319
Generalizing Convolutional Neural Networks for Equivariance to Lie Groups on Arbitrary Continuous Data,"Marc Finzi, Samuel Stanton, Pavel Izmailov, Andrew Wilson",6320
Dispersed EM-VAEs for Interpretable Text Generation,"Wenxian Shi, Hao Zhou, Ning Miao, Lei Li",6321
Deep Graph Random Process for Relational-Thinking-Based  Speech Recognition,"Huang Hengguan, Fuzhao Xue, Hao Wang, Ye Wang",6322
Hypernetwork approach to generating point clouds,"Przemysław Spurek, Sebastian Winczowski, Jacek Tabor, Maciej Zamorski, Maciej Zieba, Tomasz Trzcinski",6323
On a projective ensemble approach to two sample test for equality of distributions,"Zhimei Li, Yaowu Zhang",6324
Coresets for Data-efficient Training of Machine Learning Models,"Baharan Mirzasoleiman, Jeff Bilmes, Jure Leskovec",6325
Searching to Exploit Memorization Effect in Learning with Noisy Labels,"QUANMING YAO, Hansi Yang, Bo Han, Gang Niu, James Kwok",6326
Randomized Smoothing of All Shapes and Sizes,"Greg Yang, Tony Duan, J. Edward Hu, Hadi Salman, Ilya Razenshteyn, Jerry Li",6327
DeepCoDA: personalized interpretability for compositional health,"Thomas Quinn, Dang Nguyen, Santu Rana, Sunil Gupta, Svetha Venkatesh",6328
Private Query Release Assisted by Public Data,"Raef Bassily, Albert Cheu, Shay Moran, Sasho Nikolov, Jonathan Ullman, Steven Wu",6329
Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning,"Tung-Che Liang, Zhanwei Zhong, Yaas Bigdeli, Tsung-Yi Ho, Richard Fair, Krishnendu Chakrabarty",6330
Continuous-time Lower Bounds for Gradient-based Algorithms,"Michael Muehlebach, Michael Jordan",6331
A Tree-Structured Decoder for Image-to-Markup Generation,"Jianshu Zhang, Jun Du, Yongxin Yang, Yi-Zhe Song, Si Wei, Lirong Dai",6332
Sample Factory: Egocentric 3D Control from Pixels at 100000 FPS with Asynchronous Reinforcement Learning,"Aleksei Petrenko, Zhehui Huang, Tushar Kumar, Gaurav Sukhatme, Vladlen Koltun",6333
Scalable Deep Generative Modeling for Sparse Graphs,"Hanjun Dai, Azade Nazi, Yujia Li, Bo Dai, Dale Schuurmans",6334
"Closed Loop Neural-Symbolic Learning via Integrating Neural Perception, Grammar Parsing, and Symbolic Reasoning","Qing Li, Siyuan Huang, Yining Hong, Yixin Chen, Ying Nian Wu, Song-Chun Zhu",6335
NGBoost: Natural Gradient Boosting for Probabilistic Prediction,"Tony Duan, Anand Avati, Daisy Ding, Khanh K. Thai, Sanjay Basu, Andrew Ng, Alejandro Schuler",6336
Q-value Path Decomposition for Deep Multiagent Reinforcement Learning,"Yaodong Yang, Jianye Hao, Guangyong Chen, Hongyao Tang, Yingfeng Chen, Yujing Hu, Changjie Fan, Zhongyu Wei",6337
Online Learned Continual Compression with Adaptive Quantization Modules,"Lucas Caccia, Eugene Belilovsky, Massimo Caccia, Joelle Pineau",6338
Learning What to Defer for Maximum Independent Sets,"Sungsoo Ahn, Younggyo Seo, Jinwoo Shin",6339
Generalized and Scalable Optimal Sparse Decision Trees,"Jimmy Lin, Chudi Zhong, Diane Hu, Cynthia Rudin, Margo Seltzer",6340
The Effect of Natural Distribution Shift on Question Answering Models,"John Miller, Karl Krauth, Ludwig Schmidt, Benjamin Recht",6341
Quantized Decentralized Stochastic Learning over Directed Graphs,"Hossein Taheri, Aryan Mokhtari, Hamed Hassani, Ramtin Pedarsani",6342
Semi-Supervised Learning with Normalizing Flows,"Pavel Izmailov, Polina Kirichenko, Marc Finzi, Andrew Wilson",6343
Student Specialization in Deep Rectified Networks With Finite Width and Input Dimension,Yuandong Tian,6344
Sample Amplification: Increasing Dataset Size even when Learning is Impossible,"Brian Axelrod, Shivam Garg, Vatsal Sharan, Gregory Valiant",6345
Alleviating Privacy Attacks via Causal Learning,"Shruti Tople, Amit Sharma, Aditya Nori",6346
The Intrinsic Robustness of Stochastic Bandits to Strategic Manipulation,"Zhe Feng, David Parkes, Haifeng Xu",6347
Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks Using PAC-Bayesian Analysis,"Yusuke Tsuzuku, Issei Sato, Masashi Sugiyama",6348
Fiedler Regularization: Learning Neural Networks with Graph Sparsity,"Edric Tam, David Dunson",6349
Online Learning with Imperfect Hints,"Aditya Bhaskara, Ashok Cutkosky, Ravi Kumar, Manish Purohit",6350
Rate-distortion optimization guided autoencoder for isometric embedding in Euclidean latent space,"Keizo Kato, Jing Zhou, Tomotake Sasaki, Akira Nakagawa",6351
Optimization from Structured Samples for Coverage Functions,"Wei Chen, Xiaoming Sun, Jialin Zhang, Zhijie Zhang",6352
Optimal Randomized First-Order Methods for Least-Squares Problems,"Jonathan Lacotte, Mert Pilanci",6353
Stochastic Optimization for Non-convex Inf-Projection Problems,"Yan Yan, Yi Xu, Lijun Zhang, Wang Xiaoyu, Tianbao Yang",6354
Convex Representation Learning for Generalized Invariance in Semi-Inner-Product Space,"Yingyi Ma, Vignesh Ganapathiraman, Yaoliang Yu, Xinhua Zhang",6355
Neural Kernels Without Tangents,"Vaishaal Shankar, Alex Fang, Wenshuo Guo, Sara Fridovich-Keil, Jonathan Ragan-Kelley, Ludwig Schmidt, Benjamin Recht",6356
Linear Lower Bounds and Conditioning of Differentiable Games,"Adam Ibrahim, Waïss Azizian, Gauthier Gidel, Ioannis Mitliagkas",6357
Finite-Time Last-Iterate Convergence for Multi-Agent Learning in Games,"Darren Lin, Zhengyuan Zhou, Panayotis Mertikopoulos, Michael Jordan",6358
Communication-Efficient Distributed PCA by Riemannian Optimization,"Long-Kai Huang, Sinno Jialin Pan",6359
Manifold Identification for Ultimately Communication-Efficient Distributed Optimization,"Yu-Sheng Li, Wei-Lin Chiang, Ching-pei Lee",6360
When Demands Evolve Larger and Noisier: Learning and Earning in a Growing Environment,"Feng Zhu, Zeyu Zheng",6361
Being Bayesian about Categorical Probability,"Taejong Joo, Uijung Chung, Min-Gwan Seo",6362
Context-aware Dynamics Model for Generalization in Model-Based Reinforcement Learning,"Kimin Lee, Younggyo Seo, Seunghyun Lee, Honglak Lee, Jinwoo Shin",6363
Learning Reasoning Strategies in End-to-End Differentiable Proving,"Pasquale Minervini, Tim Rocktäschel, Sebastian Riedel, Edward Grefenstette, Pontus Stenetorp",6364
Fast and Private Submodular and $k$-Submodular Functions Maximization with Matroid Constraints,"Akbar Rafiey, Yuichi Yoshida",6365
Streaming Coresets for Symmetric Tensor Factorization,"Supratim Shit, Anirban Dasgupta, Rachit Chhaya, Jayesh Choudhari",6366
How Good is the Bayes Posterior in Deep Neural Networks Really?,"Florian Wenzel, Kevin Roth, Bastiaan Veeling, Jakub Swiatkowski, Linh Tran, Stephan Mandt, Jasper Snoek, Tim Salimans, Rodolphe Jenatton, Sebastian Nowozin",6367
Optimally Solving Two-Agent Decentralized POMDPs Under One-Sided Information Sharing ,"Yuxuan Xie, Jilles Dibangoye, Olivier Buffet",6368
Learning Algebraic Multigrid Using Graph Neural Networks,"Ilay Luz, Meirav Galun, Haggai Maron, Ronen Basri, Irad Yavneh",6369
Fractal Gaussian Networks: A sparse random graph model based on Gaussian Multiplicative Chaos,"Subhroshekhar Ghosh, Krishna Balasubramanian, Xiaochuan Yang",6370
Structured Policy Iteration for Linear Quadratic Regulator,"Youngsuk Park, Ryan Rossi, Zheng Wen, Gang Wu, Handong Zhao",6371
T-GD: Transferable GAN-generated Images Detection Framework,"Hyeonseong Jeon, Young Oh Bang, Junyaup Kim, Simon Woo",6372
Low Bias Low Variance Gradient Estimates for Hierarchical Boolean Stochastic Networks,"Adeel Pervez, Taco Cohen, Stratis Gavves",6373
Learning Flat Latent Manifolds with VAEs,"Nutan Chen, Alexej Klushyn, Francesco Ferroni, Justin Bayer, Patrick van der Smagt",6374
Multi-Task Learning with User Preferences: Gradient Descent with Controlled Ascent in Pareto Optimization,"Deb Mahapatra, Vaibhav Rajan",6375
Transfer Learning without Knowing: Reprogramming Black-box Machine Learning Models with Scarce Data and Limited Resources,"Yun Yun Tsai, Pin-Yu Chen, Tsung-Yi Ho",6376
On Coresets for Regularized Regression,"Rachit Chhaya, Supratim Shit, Anirban Dasgupta",6377
Budgeted Online Influence Maximization,"Pierre Perrault, Zheng Wen, Michal Valko, Jennifer Healey",6378
On the (In)tractability of Computing Normalizing Constants for the Product of Determinantal Point Processes,"Naoto Ohsaka, Tatsuya Matsuoka",6379
Monte-Carlo Tree Search as Regularized Policy Optimization,"Jean-Bastien Grill, Florent Altché, Yunhao Tang, Thomas Hubert, Michal Valko, Ioannis Antonoglou, Remi Munos",6380
On the Expressivity of Neural Networks for Deep Reinforcement Learning,"Kefan Dong, Yuping Luo, Tianhe Yu, Chelsea Finn, Tengyu Ma",6381
The k-tied Normal Distribution: A Compact Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,"Jakub Swiatkowski, Kevin Roth, Bastiaan Veeling, Linh Tran, Josh V Dillon, Jasper Snoek, Stephan Mandt, Tim Salimans, Rodolphe Jenatton, Sebastian Nowozin",6382
A Generative Model for Molecular Distance Geometry,"Gregor Simm, Jose Miguel Hernandez-Lobato",6383
Why bigger is not always better: on finite and infinite neural networks,Laurence Aitchison,6384
Data-Efficient Image Recognition with Contrastive Predictive Coding,Olivier Henaff,6385
Intrinsic Reward Driven Imitation Learning via Generative Model,"Xingrui Yu, Yueming LYU, Ivor Tsang",6386
Can Increasing Input Dimensionality Improve Deep Reinforcement Learning?,"Kei Ota, Tomoaki Oiki, Devesh Jha, Toshisada Mariyama, Daniel Nikovski",6387
Batch Reinforcement Learning with Hyperparameter  Gradients,"Byung-Jun Lee, Jongmin Lee, Peter Vrancx, Dongho Kim, Kee-Eung Kim",6388
Sub-Goal Trees -- a Framework for Goal-Based Reinforcement Learning,"Tom Jurgenson, Or Avner, Edward Groshev, Aviv Tamar",6389
A Geometric Approach to Archetypal Analysis via Sparse Projections,"Vinayak Abrol, Pulkit Sharma",6390
Sequence Generation with Mixed Representations,"Lijun Wu, Shufang Xie, Yingce Xia, Yang Fan, Jian-Huang Lai, Tao Qin, Tie-Yan Liu",6391
Agent57: Outperforming the Atari Human Benchmark,"Adrià Puigdomenech Badia, Bilal Piot, Steven Kapturowski, Pablo Sprechmann, Alex Vitvitskyi, Zhaohan Guo, Charles Blundell",6392
RIFLE: Backpropagation in Depth for Deep Transfer Learning through Re-Initializing the Fully-connected LayEr,"Xingjian Li, Haoyi Xiong, Haozhe An, Dejing Dou, Cheng-Zhong Xu",6393
Fairwashing explanations with off-manifold detergent,"Christopher Anders, Ann-Kathrin Dombrowski, Klaus-robert Mueller, Pan Kessel, Plamen Pasliev",6394
Learning disconnected manifolds: a no GAN's land,"Ugo Tanielian, Thibaut Issenhuth, Elvis Dohmatob, Jeremie Mary",6395
